,Season,TeamID,Team,E/W,Conference Finalist,G,W,L,W/L,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Age,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,eFG%.1,TOV%.1,DRB%,FT/FGA.1,Attendance,"(0, 0)","(0, 1)","(0, 2)","(1, 0)","(1, 1)","(1, 2)","(2, 0)","(2, 1)","(2, 2)","(0, 0, 0)","(0, 0, 1)","(0, 0, 2)","(0, 1, 0)","(0, 1, 1)","(0, 1, 2)","(0, 2, 0)","(0, 2, 1)","(0, 2, 2)","(1, 0, 0)","(1, 0, 1)","(1, 0, 2)","(1, 1, 0)","(1, 1, 1)","(1, 1, 2)","(1, 2, 0)","(1, 2, 1)","(1, 2, 2)","(2, 0, 0)","(2, 0, 1)","(2, 0, 2)","(2, 1, 0)","(2, 1, 1)","(2, 1, 2)","(2, 2, 0)","(2, 2, 1)","(2, 2, 2)",Standings_Bucket,Standings_Bucket_Next
673,2015,23,Philadelphia 76ers,0,0,82,18,64,0.28125,241.5,33.7,82.6,0.408,8.4,26.3,0.32,25.3,56.3,0.449,16.1,23.8,0.6759999999999999,11.9,30.9,42.9,20.5,9.6,5.9,17.7,21.7,92.0,23.2,18,64,-8.98,-0.07,-9.04,95.5,104.8,95.7,0.28800000000000003,0.319,0.494,0.45899999999999996,16.0,25.5,0.195,0.45899999999999996,16.0,73.0,0.195,571572,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
674,2016,23,Philadelphia 76ers,0,0,82,10,72,0.13888888900000002,241.5,36.2,84.0,0.431,9.3,27.5,0.33899999999999997,26.9,56.5,0.47600000000000003,15.7,22.6,0.6940000000000001,9.5,31.8,41.2,21.5,8.3,6.0,16.4,21.7,97.4,23.3,16,66,-10.23,0.31,-9.92,98.8,109.2,97.9,0.26899999999999996,0.327,0.519,0.48700000000000004,14.8,20.6,0.18600000000000003,0.48700000000000004,14.8,74.0,0.18600000000000003,614650,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
675,2017,23,Philadelphia 76ers,0,0,82,28,54,0.518518519,241.8,37.7,85.3,0.442,10.1,29.8,0.34,27.5,55.5,0.496,17.0,22.0,0.7709999999999999,9.8,33.0,42.8,23.8,8.4,5.1,16.7,21.9,102.4,24.6,26,56,-5.7,-0.14,-5.83,103.2,108.9,98.5,0.258,0.349,0.539,0.501,14.9,22.4,0.19899999999999998,0.501,14.9,75.3,0.19899999999999998,710557,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
689,2000,24,Phoenix Suns,1,0,82,53,29,1.827586207,241.5,37.7,82.6,0.457,5.6,15.2,0.368,32.1,67.4,0.47700000000000004,17.9,23.6,0.759,12.5,31.2,43.7,25.6,9.1,5.3,16.7,24.1,98.9,28.6,56,26,5.22,0.02,5.24,104.6,99.0,94.0,0.28600000000000003,0.184,0.532,0.491,15.2,29.3,0.217,0.491,15.2,70.5,0.217,773115,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
690,2001,24,Phoenix Suns,1,0,82,51,31,1.64516129,241.5,35.9,82.4,0.436,4.0,12.9,0.315,31.9,69.5,0.45799999999999996,18.2,24.1,0.755,11.8,30.8,42.7,23.2,9.5,5.2,15.2,22.7,94.0,28.6,48,34,2.21,0.42,2.63,100.3,98.0,93.1,0.292,0.156,0.506,0.46,14.1,27.3,0.221,0.46,14.1,73.7,0.221,737586,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
691,2002,24,Phoenix Suns,1,0,82,36,46,0.7826086959999999,241.8,37.8,84.6,0.447,4.4,13.4,0.327,33.4,71.2,0.469,15.2,19.9,0.767,13.1,29.6,42.7,22.4,8.1,4.9,14.7,21.8,95.1,26.5,39,43,-0.68,0.39,-0.3,103.3,104.0,91.4,0.235,0.158,0.51,0.47200000000000003,13.6,30.1,0.18,0.47200000000000003,13.6,70.2,0.18,668939,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
692,2003,24,Phoenix Suns,1,0,82,44,38,1.1578947370000001,241.5,36.6,82.6,0.44299999999999995,4.8,14.0,0.34299999999999997,31.8,68.6,0.46399999999999997,17.4,23.5,0.742,12.8,29.8,42.5,21.0,8.1,4.9,14.7,22.0,95.5,25.2,44,38,1.13,0.43,1.57,103.7,102.5,91.5,0.285,0.17,0.514,0.473,13.7,29.7,0.21100000000000002,0.473,13.7,70.3,0.21100000000000002,666559,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
693,2004,24,Phoenix Suns,1,0,82,29,53,0.5471698110000001,240.6,36.1,81.4,0.44299999999999995,5.1,14.7,0.345,31.0,66.7,0.465,17.0,22.7,0.746,11.3,29.3,40.6,19.3,9.0,4.7,15.2,22.7,94.2,24.4,30,52,-3.74,0.8,-2.94,101.4,105.5,92.6,0.28,0.18,0.515,0.475,14.3,26.6,0.209,0.475,14.3,69.9,0.209,670385,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
694,2005,24,Phoenix Suns,1,1,82,62,20,3.1,241.2,40.9,85.6,0.47700000000000004,9.7,24.7,0.39299999999999996,31.2,60.9,0.512,19.0,25.4,0.748,11.8,32.3,44.1,23.5,7.0,5.5,13.7,19.1,110.4,25.2,59,23,7.12,-0.04,7.08,114.5,107.1,95.9,0.29600000000000004,0.289,0.5710000000000001,0.534,12.4,27.5,0.222,0.534,12.4,68.3,0.222,726066,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
695,2006,24,Phoenix Suns,1,1,82,54,28,1.928571429,243.4,41.8,87.4,0.479,10.2,25.6,0.39899999999999997,31.6,61.8,0.511,14.5,18.0,0.8059999999999999,9.5,32.3,41.8,26.6,6.7,5.0,13.3,20.5,108.4,27.5,55,27,5.55,-0.07,5.48,111.5,105.8,95.8,0.20600000000000002,0.293,0.568,0.537,12.2,22.1,0.166,0.537,12.2,72.1,0.166,730179,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
696,2007,24,Phoenix Suns,1,0,82,61,21,2.904761905,242.7,41.3,83.6,0.494,9.6,24.0,0.39899999999999997,31.7,59.6,0.532,18.0,22.3,0.8079999999999999,9.0,31.5,40.5,25.9,6.7,4.8,14.5,20.2,110.2,27.6,59,23,7.3,-0.03,7.28,113.9,106.4,95.6,0.267,0.287,0.59,0.551,13.4,22.7,0.215,0.551,13.4,71.9,0.215,755302,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
697,2008,24,Phoenix Suns,1,0,82,55,27,2.0370370369999997,241.2,41.4,82.7,0.5,8.5,21.5,0.39299999999999996,32.9,61.2,0.5379999999999999,18.9,24.1,0.7829999999999999,8.8,32.7,41.5,26.7,6.5,6.3,14.4,19.9,110.1,29.3,54,28,5.05,0.09,5.14,113.3,108.1,96.7,0.292,0.26,0.59,0.551,13.4,22.4,0.228,0.551,13.4,70.9,0.228,755302,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
698,2009,24,Phoenix Suns,1,0,82,46,36,1.277777778,240.9,41.1,81.6,0.504,6.7,17.6,0.38299999999999995,34.4,64.0,0.537,20.4,27.5,0.7440000000000001,11.0,30.7,41.7,23.2,7.2,5.1,15.7,20.6,109.4,29.5,46,36,1.93,-0.31,1.62,113.6,111.6,96.0,0.336,0.21600000000000003,0.584,0.545,14.4,27.7,0.25,0.545,14.4,71.7,0.25,755302,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
699,2010,24,Phoenix Suns,1,1,82,54,28,1.928571429,240.6,40.7,82.8,0.49200000000000005,8.9,21.6,0.41200000000000003,31.8,61.2,0.52,19.9,25.8,0.77,11.1,31.9,43.0,23.3,5.8,5.1,14.8,20.9,110.2,28.5,54,28,4.9,-0.23,4.67,115.3,110.2,95.3,0.312,0.261,0.585,0.546,13.6,27.6,0.24,0.546,13.6,70.8,0.24,723582,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
700,2011,24,Phoenix Suns,1,0,82,40,42,0.9523809520000001,244.0,39.3,83.5,0.47,8.5,22.6,0.377,30.7,60.8,0.505,18.0,23.6,0.759,10.0,30.2,40.2,23.7,6.6,4.4,14.3,20.3,105.0,29.6,39,43,-0.89,0.43,-0.46,109.5,110.4,94.4,0.28300000000000003,0.271,0.5589999999999999,0.522,13.2,23.7,0.215,0.522,13.2,71.6,0.215,720249,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
701,2012,24,Phoenix Suns,1,0,66,33,33,1.0,240.0,37.8,82.5,0.45799999999999996,6.7,19.6,0.34299999999999997,31.1,62.9,0.494,16.0,21.2,0.757,10.9,30.8,41.7,22.5,6.5,5.5,14.1,18.7,98.4,28.9,32,34,-0.24,0.53,0.29,106.2,106.5,92.6,0.257,0.23800000000000002,0.536,0.499,13.3,25.8,0.19399999999999998,0.499,13.3,71.7,0.19399999999999998,514718,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
702,2013,24,Phoenix Suns,1,0,82,25,57,0.43859649100000003,241.5,37.3,84.4,0.44299999999999995,5.9,17.7,0.33,31.5,66.6,0.473,14.7,19.7,0.7440000000000001,11.7,29.9,41.6,22.6,8.0,5.3,15.6,20.6,95.2,26.9,23,59,-6.46,0.71,-5.75,101.2,108.1,93.4,0.23399999999999999,0.21,0.512,0.47700000000000004,14.3,27.0,0.174,0.47700000000000004,14.3,71.9,0.174,632913,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
703,2014,24,Phoenix Suns,1,0,82,48,34,1.411764706,240.9,38.7,83.5,0.46299999999999997,9.3,25.1,0.37200000000000005,29.4,58.4,0.503,18.5,24.4,0.758,11.3,31.7,43.0,19.1,8.4,4.6,15.3,21.9,105.2,26.2,48,34,2.63,0.39,3.02,109.5,106.7,95.8,0.293,0.3,0.5579999999999999,0.519,14.0,26.4,0.222,0.519,14.0,73.7,0.222,650739,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
704,2015,24,Phoenix Suns,1,0,82,39,43,0.9069767440000001,242.4,38.8,85.8,0.452,8.5,25.0,0.341,30.2,60.9,0.49700000000000005,16.4,21.5,0.76,10.9,32.2,43.2,20.2,8.5,4.7,15.1,21.3,102.4,25.7,38,44,-0.9,0.52,-0.38,105.3,106.2,96.3,0.251,0.29100000000000004,0.537,0.501,13.7,24.5,0.191,0.501,13.7,73.5,0.191,693862,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
705,2016,24,Phoenix Suns,1,0,82,23,59,0.38983050799999996,240.3,37.2,85.6,0.435,9.0,25.8,0.348,28.2,59.8,0.47200000000000003,17.5,23.2,0.7509999999999999,11.5,33.3,44.8,20.7,7.7,3.8,17.2,22.7,100.9,26.0,24,58,-6.66,0.34,-6.32,102.2,109.0,98.5,0.271,0.302,0.526,0.48700000000000004,15.2,25.4,0.204,0.48700000000000004,15.2,77.1,0.204,701405,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
706,2017,24,Phoenix Suns,1,0,82,24,58,0.413793103,241.8,39.9,88.5,0.45,7.5,22.6,0.332,32.4,65.9,0.491,20.4,26.3,0.7759999999999999,11.9,33.1,45.0,19.6,8.2,4.9,15.4,24.8,107.7,25.0,27,55,-5.63,0.49,-5.14,106.6,112.2,100.3,0.297,0.255,0.5379999999999999,0.493,13.4,26.0,0.231,0.493,13.4,76.4,0.231,708639,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
720,2000,25,Portland Trail Blazers,1,1,82,59,23,2.565217391,241.2,36.8,78.4,0.47,5.0,13.8,0.361,31.9,64.7,0.493,18.8,24.7,0.76,11.8,31.2,43.0,23.5,7.7,4.8,15.2,22.7,97.5,29.6,59,23,6.4,-0.04,6.36,107.9,100.8,89.9,0.316,0.175,0.546,0.501,14.5,30.3,0.24,0.501,14.5,72.4,0.24,835078,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
721,2001,25,Portland Trail Blazers,1,0,82,50,32,1.5625,241.2,36.6,78.3,0.46799999999999997,4.5,12.9,0.349,32.1,65.4,0.49200000000000005,17.6,23.2,0.762,11.7,30.3,42.0,23.9,8.2,5.1,15.3,21.3,95.4,30.1,53,29,4.2,0.33,4.52,106.5,101.8,89.1,0.29600000000000004,0.165,0.539,0.49700000000000005,14.8,30.0,0.225,0.49700000000000005,14.8,72.4,0.225,831376,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
722,2002,25,Portland Trail Blazers,1,0,82,49,33,1.484848485,241.8,36.6,81.4,0.45,5.7,16.1,0.354,31.0,65.3,0.474,17.7,23.2,0.763,13.2,29.8,43.0,23.5,8.6,4.5,14.3,19.7,96.6,29.0,50,32,2.99,0.22,3.21,107.4,104.0,89.3,0.285,0.198,0.528,0.485,13.5,31.8,0.218,0.485,13.5,73.3,0.218,797821,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
723,2003,25,Portland Trail Blazers,1,0,82,50,32,1.5625,242.1,36.4,79.2,0.46,4.6,14.0,0.33,31.8,65.1,0.488,17.7,23.7,0.745,12.1,29.0,41.1,22.7,8.8,3.9,15.2,19.9,95.2,29.2,49,33,2.61,0.36,2.97,105.5,102.6,89.4,0.3,0.177,0.531,0.489,14.5,30.2,0.223,0.489,14.5,72.3,0.223,796258,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
724,2004,25,Portland Trail Blazers,1,0,82,41,41,1.0,243.7,35.3,78.9,0.44799999999999995,4.6,13.4,0.34600000000000003,30.7,65.4,0.469,15.4,21.1,0.731,12.7,29.0,41.7,21.6,7.5,5.4,14.8,19.0,90.7,27.6,37,45,-1.27,0.69,-0.58,103.7,105.1,86.2,0.267,0.17,0.515,0.478,14.4,31.2,0.195,0.478,14.4,70.0,0.195,684038,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
725,2005,25,Portland Trail Blazers,1,0,82,27,55,0.490909091,240.6,35.3,78.3,0.451,5.1,14.2,0.36200000000000004,30.2,64.2,0.47100000000000003,17.2,23.7,0.725,11.8,29.3,41.1,21.0,7.1,6.6,16.0,20.8,92.9,27.0,29,53,-4.0,0.55,-3.45,103.2,107.7,89.8,0.303,0.18100000000000002,0.524,0.484,15.2,29.6,0.21899999999999997,0.484,15.2,67.7,0.21899999999999997,680374,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
726,2006,25,Portland Trail Blazers,1,0,82,21,61,0.344262295,240.6,34.0,76.4,0.445,4.4,12.7,0.349,29.6,63.7,0.46399999999999997,16.3,23.7,0.6890000000000001,10.8,26.9,37.7,18.2,6.5,5.3,14.7,22.3,88.8,24.6,16,66,-9.45,0.54,-8.91,101.1,111.9,87.6,0.31,0.166,0.511,0.474,14.5,26.6,0.214,0.474,14.5,68.2,0.214,617019,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
727,2007,25,Portland Trail Blazers,1,0,82,32,50,0.64,243.4,35.0,78.0,0.45,5.2,15.0,0.34600000000000003,29.9,62.9,0.474,18.8,24.5,0.769,11.3,28.0,39.3,18.5,6.8,4.6,15.1,23.5,94.1,24.4,29,53,-4.29,0.51,-3.78,105.1,109.9,88.3,0.314,0.193,0.53,0.483,14.5,28.2,0.24100000000000002,0.483,14.5,73.0,0.24100000000000002,670778,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
728,2008,25,Portland Trail Blazers,1,0,82,41,41,1.0,242.7,35.8,79.8,0.44799999999999995,6.6,17.4,0.377,29.2,62.4,0.46799999999999997,17.2,22.5,0.767,11.0,29.7,40.7,21.1,5.5,4.4,12.9,20.0,95.4,24.1,38,44,-0.98,0.45,-0.52,107.3,108.4,87.9,0.281,0.218,0.532,0.489,12.6,26.8,0.21600000000000003,0.489,12.6,71.8,0.21600000000000003,801566,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
729,2009,25,Portland Trail Blazers,1,0,82,54,28,1.928571429,241.8,36.8,79.2,0.465,7.3,19.0,0.38299999999999995,29.5,60.2,0.49,18.5,24.2,0.765,12.9,28.8,41.7,20.3,6.7,4.9,12.9,20.4,99.4,24.0,56,26,5.34,-0.35,5.0,113.9,107.8,86.6,0.306,0.239,0.5529999999999999,0.511,12.5,32.6,0.23399999999999999,0.511,12.5,75.0,0.23399999999999999,841499,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
730,2010,25,Portland Trail Blazers,1,0,82,50,32,1.5625,242.1,36.3,78.7,0.461,6.0,16.9,0.354,30.3,61.8,0.49,19.6,24.8,0.79,11.1,29.1,40.2,20.4,6.4,4.3,12.3,20.9,98.1,26.6,51,31,3.3,-0.13,3.18,110.8,107.1,87.7,0.315,0.215,0.547,0.499,12.1,28.2,0.249,0.499,12.1,74.8,0.249,840371,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
731,2011,25,Portland Trail Blazers,1,0,82,48,34,1.411764706,241.5,36.0,80.5,0.447,6.3,18.3,0.345,29.7,62.1,0.47700000000000004,18.0,22.4,0.804,12.1,27.2,39.3,21.2,8.0,4.4,13.0,19.3,96.3,26.7,46,36,1.52,0.32,1.85,108.8,107.1,87.9,0.278,0.228,0.5329999999999999,0.486,12.6,29.5,0.22399999999999998,0.486,12.6,72.0,0.22399999999999998,840924,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
732,2012,25,Portland Trail Blazers,1,0,66,28,38,0.736842105,241.9,36.4,82.1,0.44299999999999995,7.2,20.9,0.34600000000000003,29.2,61.1,0.47700000000000004,17.2,21.6,0.7959999999999999,11.1,29.5,40.7,20.4,8.0,4.9,14.2,19.0,97.2,27.5,32,34,-0.62,0.41,-0.22,105.7,106.4,91.2,0.263,0.255,0.531,0.488,13.4,26.3,0.209,0.488,13.4,72.8,0.209,676384,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
733,2013,25,Portland Trail Blazers,1,0,82,33,49,0.673469388,242.1,36.7,81.9,0.44799999999999995,8.2,23.2,0.353,28.5,58.7,0.486,15.9,20.5,0.7759999999999999,10.7,30.2,40.8,21.8,6.6,4.3,14.7,18.5,97.5,24.4,32,50,-3.17,0.65,-2.53,105.8,109.2,91.4,0.25,0.284,0.536,0.498,13.9,25.3,0.19399999999999998,0.498,13.9,73.3,0.19399999999999998,813012,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
734,2014,25,Portland Trail Blazers,1,0,82,54,28,1.928571429,242.1,39.1,87.0,0.45,9.4,25.3,0.37200000000000005,29.7,61.7,0.48100000000000004,19.1,23.5,0.815,12.5,34.0,46.4,23.2,5.5,4.7,13.7,19.2,106.7,25.8,52,30,3.99,0.45,4.44,111.5,107.4,94.9,0.27,0.29,0.5479999999999999,0.504,12.4,28.0,0.22,0.504,12.4,74.7,0.22,809612,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
735,2015,25,Portland Trail Blazers,1,0,82,51,31,1.64516129,242.1,38.7,86.0,0.45,9.8,27.2,0.36200000000000004,28.9,58.8,0.491,15.5,19.4,0.8009999999999999,10.7,35.1,45.9,21.9,6.4,4.5,13.6,18.2,102.8,27.0,53,29,4.23,0.18,4.41,108.2,103.7,94.2,0.225,0.316,0.544,0.508,12.6,24.2,0.18,0.508,12.6,76.2,0.18,798368,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
736,2016,25,Portland Trail Blazers,1,0,82,44,38,1.1578947370000001,241.5,38.6,85.9,0.45,10.5,28.5,0.37,28.1,57.4,0.49,17.4,23.0,0.754,11.6,33.9,45.5,21.3,6.9,4.6,14.6,21.7,105.1,24.3,43,39,0.83,0.15,0.98,108.8,108.0,96.0,0.268,0.332,0.5479999999999999,0.511,13.2,25.9,0.20199999999999999,0.511,13.2,76.2,0.20199999999999999,794085,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
737,2017,25,Portland Trail Blazers,1,0,82,41,41,1.0,243.0,39.5,86.1,0.45899999999999996,10.4,27.7,0.375,29.2,58.4,0.499,18.5,23.7,0.78,10.1,33.5,43.7,21.1,7.0,5.0,13.7,21.2,107.9,24.8,40,42,-0.52,0.3,-0.23,110.3,110.8,96.7,0.275,0.322,0.5589999999999999,0.52,12.5,23.0,0.214,0.52,12.5,76.8,0.214,792029,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
751,2000,26,Sacramento Kings,1,0,82,44,38,1.1578947370000001,241.5,40.0,88.9,0.45,6.5,20.2,0.322,33.4,68.7,0.48700000000000004,18.5,24.6,0.754,12.9,32.1,45.0,23.8,9.6,4.6,16.2,21.1,105.0,27.5,49,33,2.91,0.12,3.04,105.0,102.1,99.3,0.27699999999999997,0.22699999999999998,0.526,0.486,13.9,27.7,0.209,0.486,13.9,69.7,0.209,720033,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
752,2001,26,Sacramento Kings,1,0,82,55,27,2.0370370369999997,244.9,38.2,85.0,0.449,5.8,16.5,0.354,32.4,68.5,0.47200000000000003,19.5,25.3,0.7709999999999999,12.0,33.0,45.0,22.6,9.7,5.3,14.9,19.5,101.7,27.1,57,25,5.82,0.25,6.07,105.6,99.6,94.4,0.298,0.19399999999999998,0.529,0.484,13.4,27.2,0.23,0.484,13.4,70.7,0.23,709997,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
753,2002,26,Sacramento Kings,1,1,82,61,21,2.904761905,240.9,39.8,85.4,0.467,5.2,14.1,0.36700000000000005,34.6,71.3,0.486,19.7,26.3,0.7509999999999999,12.4,33.0,45.3,23.9,9.0,4.6,13.8,19.0,104.6,27.0,61,21,7.61,0.0,7.61,109.0,101.1,95.6,0.308,0.166,0.539,0.49700000000000005,12.4,27.9,0.231,0.49700000000000005,12.4,71.7,0.231,709997,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
754,2003,26,Sacramento Kings,1,0,82,59,23,2.565217391,241.8,39.5,85.2,0.46399999999999997,6.0,15.7,0.381,33.5,69.5,0.48200000000000004,16.7,22.3,0.746,11.0,33.5,44.5,24.8,9.0,5.6,14.5,20.3,101.7,28.3,59,23,6.5,0.18,6.68,105.9,99.1,95.4,0.262,0.184,0.535,0.499,13.3,25.6,0.196,0.499,13.3,70.6,0.196,709997,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
755,2004,26,Sacramento Kings,1,0,82,55,27,2.0370370369999997,241.2,37.8,81.8,0.462,7.3,18.3,0.401,30.5,63.6,0.48,19.8,24.9,0.795,10.8,30.4,41.2,26.2,8.7,4.0,13.9,19.3,102.8,29.3,55,27,5.01,0.4,5.41,110.3,104.9,92.8,0.305,0.223,0.5539999999999999,0.507,13.0,26.0,0.242,0.507,13.0,69.8,0.242,709997,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
756,2005,26,Sacramento Kings,1,0,82,50,32,1.5625,242.1,39.1,85.1,0.45899999999999996,6.4,17.0,0.374,32.7,68.1,0.48,19.2,24.4,0.787,12.5,29.9,42.4,24.5,8.2,3.9,13.1,20.5,103.7,27.7,47,35,2.16,0.4,2.56,110.5,108.2,93.0,0.287,0.2,0.541,0.496,12.0,28.8,0.226,0.496,12.0,69.0,0.226,709997,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
757,2006,26,Sacramento Kings,1,0,82,44,38,1.1578947370000001,241.8,36.0,79.3,0.45399999999999996,6.0,17.2,0.35100000000000003,30.0,62.1,0.483,20.8,26.5,0.784,10.4,30.2,40.5,22.3,7.4,3.6,14.6,20.4,98.9,27.2,45,37,1.54,0.07,1.61,106.7,105.0,91.9,0.33399999999999996,0.217,0.544,0.49200000000000005,13.9,25.4,0.262,0.49200000000000005,13.9,72.2,0.262,709997,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
