,Season,TeamID,Team,E/W,Conference Finalist,G,W,L,W/L,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Age,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,eFG%.1,TOV%.1,DRB%,FT/FGA.1,Attendance,"(0, 0)","(0, 1)","(0, 2)","(1, 0)","(1, 1)","(1, 2)","(2, 0)","(2, 1)","(2, 2)","(0, 0, 0)","(0, 0, 1)","(0, 0, 2)","(0, 1, 0)","(0, 1, 1)","(0, 1, 2)","(0, 2, 0)","(0, 2, 1)","(0, 2, 2)","(1, 0, 0)","(1, 0, 1)","(1, 0, 2)","(1, 1, 0)","(1, 1, 1)","(1, 1, 2)","(1, 2, 0)","(1, 2, 1)","(1, 2, 2)","(2, 0, 0)","(2, 0, 1)","(2, 0, 2)","(2, 1, 0)","(2, 1, 1)","(2, 1, 2)","(2, 2, 0)","(2, 2, 1)","(2, 2, 2)",Standings_Bucket,Standings_Bucket_Next
463,2014,16,Miami Heat,0,1,82,54,28,1.928571429,242.4,38.3,76.5,0.501,8.1,22.3,0.364,30.2,54.2,0.5579999999999999,17.5,23.0,0.76,7.6,29.2,36.9,22.5,8.9,4.5,14.8,19.5,102.2,30.6,54,28,4.76,-0.61,4.15,110.9,105.8,91.2,0.3,0.292,0.59,0.5539999999999999,14.6,20.6,0.228,0.5539999999999999,14.6,73.0,0.228,811036,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
464,2015,16,Miami Heat,0,0,82,37,45,0.8222222220000001,240.6,35.2,77.2,0.456,6.8,20.2,0.335,28.4,57.0,0.499,17.5,23.7,0.741,9.1,30.0,39.1,19.8,7.8,4.5,14.8,20.0,94.7,28.5,33,49,-2.6,-0.32,-2.92,103.9,106.7,90.9,0.306,0.262,0.54,0.5,14.5,23.2,0.22699999999999998,0.5,14.5,73.4,0.22699999999999998,808223,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
465,2016,16,Miami Heat,0,0,82,48,34,1.411764706,241.8,38.4,81.7,0.47,6.1,18.0,0.336,32.3,63.6,0.508,17.1,23.0,0.7440000000000001,9.8,34.3,44.1,20.8,6.7,6.5,14.1,18.3,100.0,28.4,46,36,1.65,-0.14,1.5,106.1,104.4,93.6,0.282,0.221,0.545,0.508,13.3,23.8,0.21,0.508,13.3,77.8,0.21,809350,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
466,2017,16,Miami Heat,0,0,82,41,41,1.0,241.2,39.0,85.8,0.455,9.9,27.0,0.365,29.2,58.8,0.496,15.2,21.6,0.706,10.6,33.0,43.6,21.2,7.2,5.7,13.4,20.5,103.2,26.5,44,38,1.06,-0.29,0.77,107.8,106.7,95.2,0.251,0.314,0.541,0.512,12.4,24.2,0.177,0.512,12.4,76.4,0.177,805400,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
480,2000,17,Milwaukee Bucks,0,0,82,42,40,1.05,242.1,38.7,83.3,0.465,4.8,13.0,0.369,33.9,70.2,0.483,19.0,24.2,0.7859999999999999,12.4,28.9,41.3,22.6,8.2,4.6,15.0,24.6,101.2,28.2,42,40,0.22,-0.28,-0.06,108.2,107.9,92.7,0.29,0.157,0.539,0.494,13.8,30.0,0.228,0.494,13.8,69.6,0.228,628605,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
481,2001,17,Milwaukee Bucks,0,1,82,52,30,1.733333333,241.2,38.0,82.9,0.45799999999999996,6.9,18.1,0.379,31.1,64.8,0.48,18.0,22.9,0.787,11.9,30.5,42.4,22.5,8.2,4.7,13.7,23.5,100.7,28.2,52,30,3.88,-0.74,3.14,108.8,104.6,92.1,0.276,0.218,0.542,0.499,12.8,28.1,0.217,0.499,12.8,71.1,0.217,683125,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
482,2002,17,Milwaukee Bucks,0,0,82,41,41,1.0,242.7,37.1,80.2,0.462,7.2,19.3,0.375,29.9,60.9,0.49,16.1,21.5,0.748,10.3,31.2,41.4,22.5,7.3,4.7,14.1,21.8,97.5,28.9,40,42,-0.22,-0.4,-0.62,106.9,107.1,90.2,0.26899999999999996,0.24100000000000002,0.544,0.507,13.6,25.6,0.201,0.507,13.6,70.9,0.201,745305,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
483,2003,17,Milwaukee Bucks,0,0,82,42,40,1.05,242.7,37.1,81.3,0.457,7.1,18.6,0.38299999999999995,30.0,62.7,0.478,18.1,23.3,0.7759999999999999,10.7,28.9,39.5,22.2,7.6,4.2,12.7,22.2,99.5,29.3,42,40,0.23,-0.48,-0.24,108.8,108.6,90.4,0.287,0.22899999999999998,0.5429999999999999,0.5,12.2,25.6,0.222,0.5,12.2,69.9,0.222,665966,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
484,2004,17,Milwaukee Bucks,0,0,82,41,41,1.0,241.2,36.2,81.1,0.447,4.9,14.0,0.35,31.3,67.1,0.467,20.7,26.7,0.775,11.7,30.5,42.2,22.8,6.8,4.7,13.5,20.3,98.0,26.5,44,38,1.06,-0.64,0.42,106.5,105.4,91.6,0.33,0.172,0.528,0.47700000000000004,12.7,27.6,0.255,0.47700000000000004,12.7,71.8,0.255,690180,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
485,2005,17,Milwaukee Bucks,0,0,82,30,52,0.576923077,241.2,36.1,80.2,0.45,4.0,11.3,0.35100000000000003,32.2,69.0,0.467,21.0,27.2,0.772,12.0,29.3,41.3,21.0,6.5,3.5,13.8,21.9,97.2,26.9,32,50,-2.99,-0.1,-3.09,106.6,109.8,90.8,0.33899999999999997,0.141,0.527,0.475,13.0,29.0,0.261,0.475,13.0,72.0,0.261,637009,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
486,2006,17,Milwaukee Bucks,0,0,82,40,42,0.9523809520000001,242.1,36.3,80.1,0.45299999999999996,6.2,16.3,0.38,30.1,63.8,0.47200000000000003,19.0,25.8,0.738,11.3,29.9,41.2,21.6,7.3,3.3,14.6,23.2,97.8,25.5,38,44,-1.04,-0.04,-1.07,106.3,107.4,91.2,0.322,0.203,0.535,0.49200000000000005,13.8,27.3,0.23800000000000002,0.49200000000000005,13.8,74.6,0.23800000000000002,681337,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
487,2007,17,Milwaukee Bucks,0,0,82,28,54,0.518518519,242.1,38.1,81.9,0.465,6.4,18.0,0.35600000000000004,31.7,63.9,0.495,17.1,23.4,0.733,11.5,27.7,39.2,21.6,7.2,2.7,15.1,22.2,99.7,26.0,29,53,-4.38,-0.06,-4.43,107.0,111.7,92.3,0.28600000000000003,0.21899999999999997,0.541,0.504,14.1,27.6,0.209,0.504,14.1,68.1,0.209,663629,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
488,2008,17,Milwaukee Bucks,0,0,82,26,56,0.46428571399999996,242.1,36.9,82.3,0.449,5.5,16.0,0.344,31.4,66.2,0.474,17.7,24.1,0.733,12.9,28.8,41.7,21.5,6.6,4.4,14.8,21.3,97.0,25.8,23,59,-6.89,-0.03,-6.92,105.3,112.8,91.3,0.294,0.195,0.522,0.48200000000000004,13.7,30.0,0.215,0.48200000000000004,13.7,73.0,0.215,639421,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
489,2009,17,Milwaukee Bucks,0,0,82,34,48,0.708333333,241.2,36.7,82.4,0.445,6.2,17.2,0.363,30.5,65.2,0.467,19.7,25.2,0.78,11.9,28.9,40.7,22.0,7.4,3.8,14.1,24.2,99.3,26.3,38,44,-1.09,0.21,-0.88,106.7,107.9,92.6,0.306,0.20800000000000002,0.531,0.483,13.1,27.8,0.239,0.483,13.1,74.0,0.239,630976,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
490,2010,17,Milwaukee Bucks,0,0,82,46,36,1.277777778,243.7,37.2,85.3,0.436,7.9,22.1,0.35600000000000004,29.3,63.2,0.46399999999999997,15.4,20.4,0.755,11.8,31.2,43.0,21.2,7.1,4.7,13.2,22.2,97.7,26.4,46,36,1.7,-0.32,1.37,104.9,103.1,91.7,0.239,0.259,0.518,0.48200000000000004,12.3,26.2,0.18100000000000002,0.48200000000000004,12.3,76.4,0.18100000000000002,619453,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
491,2011,17,Milwaukee Bucks,0,0,82,35,47,0.7446808509999999,241.8,34.3,79.8,0.43,5.9,17.2,0.342,28.4,62.6,0.45399999999999996,17.4,22.9,0.757,10.5,30.2,40.8,18.8,7.5,4.9,13.5,20.5,91.9,26.7,38,44,-0.84,-0.17,-1.02,101.6,102.5,89.8,0.287,0.21600000000000003,0.511,0.467,13.0,24.7,0.217,0.467,13.0,74.8,0.217,631912,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
492,2012,17,Milwaukee Bucks,0,0,66,31,35,0.8857142859999999,240.4,37.9,85.6,0.44299999999999995,6.6,19.2,0.345,31.3,66.5,0.47100000000000003,16.6,21.4,0.774,12.4,30.0,42.5,23.5,8.3,5.1,14.1,19.3,99.0,26.2,34,32,0.27,-0.5,-0.23,105.5,105.2,93.7,0.25,0.22399999999999998,0.521,0.48100000000000004,12.9,27.7,0.19399999999999998,0.48100000000000004,12.9,70.9,0.19399999999999998,485717,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
493,2013,17,Milwaukee Bucks,0,0,82,38,44,0.8636363640000001,241.8,38.1,87.8,0.435,7.3,20.4,0.36,30.8,67.4,0.457,15.3,20.7,0.736,13.0,30.9,44.0,22.9,8.4,6.7,14.1,19.0,98.9,26.4,37,45,-1.5,-0.33,-1.83,103.6,105.2,94.7,0.23600000000000002,0.23199999999999998,0.51,0.47600000000000003,12.7,27.9,0.174,0.47600000000000003,12.7,71.3,0.174,616469,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
494,2014,17,Milwaukee Bucks,0,0,82,15,67,0.223880597,242.4,36.0,82.2,0.43799999999999994,6.7,18.9,0.353,29.3,63.2,0.46399999999999997,16.8,22.5,0.747,11.8,29.3,41.1,21.5,6.6,4.9,15.1,20.9,95.5,24.7,20,62,-8.18,-0.23,-8.41,103.0,111.8,91.8,0.27399999999999997,0.231,0.519,0.479,14.1,27.1,0.204,0.479,14.1,71.4,0.204,552067,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
495,2015,17,Milwaukee Bucks,0,0,82,41,41,1.0,243.0,37.6,82.0,0.45899999999999996,6.6,18.3,0.363,31.0,63.7,0.486,16.0,21.1,0.757,10.7,31.4,42.1,23.6,9.6,4.9,16.7,22.1,97.8,24.6,42,40,0.43,-0.52,-0.09,102.7,102.2,94.1,0.258,0.223,0.536,0.499,15.5,25.4,0.195,0.499,15.5,73.3,0.195,593910,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
496,2016,17,Milwaukee Bucks,0,0,82,33,49,0.673469388,241.8,38.4,82.2,0.467,5.4,15.6,0.345,33.0,66.6,0.495,17.0,22.7,0.747,10.5,31.2,41.7,23.1,8.2,5.8,15.2,20.7,99.0,23.5,29,53,-4.18,0.2,-3.98,104.3,108.7,94.2,0.276,0.18899999999999997,0.537,0.499,14.2,24.9,0.207,0.499,14.2,73.1,0.207,621808,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
497,2017,17,Milwaukee Bucks,0,0,82,42,40,1.05,241.2,38.8,81.9,0.474,8.8,23.7,0.37,30.0,58.2,0.516,17.2,22.4,0.768,8.8,31.6,40.4,24.2,8.1,5.3,14.0,20.2,103.6,25.6,40,42,-0.18,-0.26,-0.45,109.1,109.3,94.5,0.27399999999999997,0.29,0.565,0.527,13.2,21.5,0.21,0.527,13.2,75.4,0.21,648952,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
508,2000,18,Minnesota Timberwolves,1,0,82,50,32,1.5625,242.7,39.3,84.3,0.467,3.0,8.7,0.34600000000000003,36.3,75.5,0.48100000000000004,16.8,21.6,0.78,12.4,30.1,42.5,26.9,7.6,5.4,13.9,23.3,98.5,26.6,48,34,2.52,0.14,2.67,106.1,103.4,91.8,0.256,0.10400000000000001,0.525,0.485,12.9,29.4,0.2,0.485,12.9,73.0,0.2,690012,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509,2001,18,Minnesota Timberwolves,1,0,82,47,35,1.342857143,241.8,38.4,83.8,0.45799999999999996,3.9,11.0,0.35700000000000004,34.5,72.8,0.473,16.6,21.2,0.785,12.2,30.1,42.3,25.4,8.3,5.6,13.9,23.2,97.3,27.4,45,37,1.35,0.46,1.81,105.2,103.7,91.8,0.253,0.131,0.523,0.48200000000000004,13.0,28.6,0.19899999999999998,0.48200000000000004,13.0,71.9,0.19899999999999998,717371,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
510,2002,18,Minnesota Timberwolves,1,0,82,50,32,1.5625,241.5,38.7,84.0,0.461,4.8,12.8,0.37799999999999995,33.9,71.2,0.47600000000000003,17.1,21.4,0.7979999999999999,12.9,31.2,44.2,24.3,6.4,5.2,13.4,21.2,99.3,26.7,51,31,3.38,0.2,3.58,109.0,105.3,90.5,0.255,0.152,0.532,0.49,12.5,31.3,0.203,0.49,12.5,73.7,0.203,731673,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511,2003,18,Minnesota Timberwolves,1,0,82,51,31,1.64516129,241.5,38.7,83.0,0.466,3.6,9.8,0.368,35.1,73.2,0.479,17.1,22.3,0.77,11.7,31.9,43.6,25.2,6.7,5.3,13.7,20.8,98.1,28.2,47,35,2.07,0.39,2.46,106.1,103.8,91.9,0.268,0.11800000000000001,0.528,0.488,12.9,28.2,0.20600000000000002,0.488,12.9,72.9,0.20600000000000002,643684,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
512,2004,18,Minnesota Timberwolves,1,1,82,58,24,2.416666667,240.9,37.0,80.1,0.462,4.0,10.9,0.363,33.0,69.2,0.47700000000000004,16.6,21.3,0.7809999999999999,10.7,32.3,42.9,23.0,6.8,5.6,12.7,21.1,94.5,29.7,57,25,5.49,0.37,5.86,105.9,99.7,89.0,0.265,0.13699999999999998,0.528,0.486,12.4,26.7,0.207,0.486,12.4,72.5,0.207,723071,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
513,2005,18,Minnesota Timberwolves,1,0,82,44,38,1.1578947370000001,240.9,37.1,80.8,0.45899999999999996,4.8,14.0,0.345,32.3,66.9,0.483,17.7,22.2,0.7959999999999999,11.5,31.5,43.0,23.4,5.6,5.5,13.2,21.6,96.8,29.0,45,37,1.45,0.28,1.73,108.2,106.6,89.1,0.275,0.17300000000000001,0.534,0.489,12.7,28.6,0.21899999999999997,0.489,12.7,71.4,0.21899999999999997,704438,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
514,2006,18,Minnesota Timberwolves,1,0,82,33,49,0.673469388,242.1,35.2,77.3,0.456,3.8,11.5,0.32899999999999996,31.4,65.8,0.478,17.5,23.1,0.758,9.9,29.5,39.4,20.9,6.8,5.7,14.5,23.0,91.7,26.7,35,47,-1.88,0.13,-1.75,102.4,104.5,88.8,0.299,0.149,0.524,0.48,14.2,25.2,0.226,0.48,14.2,71.3,0.226,662167,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
515,2007,18,Minnesota Timberwolves,1,0,82,32,50,0.64,244.0,36.5,79.3,0.461,4.7,13.3,0.353,31.9,66.0,0.483,18.3,23.1,0.792,10.0,30.2,40.2,22.5,6.5,4.0,15.6,21.4,96.1,27.7,30,52,-3.67,0.51,-3.16,103.9,107.9,91.0,0.29100000000000004,0.16699999999999998,0.537,0.49,14.8,25.1,0.231,0.49,14.8,72.1,0.231,655947,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
516,2008,18,Minnesota Timberwolves,1,0,82,22,60,0.36666666700000006,240.6,37.5,83.1,0.451,5.4,15.4,0.35,32.1,67.8,0.474,15.2,20.6,0.736,11.8,29.6,41.4,19.9,7.5,3.7,14.5,23.0,95.6,24.6,23,59,-6.78,0.52,-6.26,103.8,111.2,91.9,0.248,0.185,0.518,0.484,13.6,27.5,0.183,0.484,13.6,73.6,0.183,593537,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
517,2009,18,Minnesota Timberwolves,1,0,82,24,58,0.413793103,241.5,36.4,82.5,0.441,6.6,18.8,0.353,29.8,63.7,0.467,18.3,23.9,0.769,11.9,29.8,41.7,20.4,6.2,3.9,14.2,21.8,97.8,25.4,27,55,-4.91,0.18,-4.74,106.1,111.4,91.6,0.289,0.22699999999999998,0.526,0.48100000000000004,13.3,27.7,0.222,0.48100000000000004,13.3,75.0,0.222,595013,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
518,2010,18,Minnesota Timberwolves,1,0,82,15,67,0.223880597,241.2,37.9,84.4,0.449,4.9,14.4,0.341,33.0,70.0,0.47100000000000003,17.5,23.5,0.746,11.7,31.2,42.9,19.8,7.3,3.7,16.3,20.7,98.2,24.1,17,65,-9.6,0.54,-9.06,101.7,111.6,96.1,0.278,0.171,0.518,0.478,14.6,26.7,0.207,0.478,14.6,73.6,0.207,619170,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
519,2011,18,Minnesota Timberwolves,1,0,82,17,65,0.26153846199999997,241.2,37.7,85.5,0.441,7.2,19.1,0.376,30.5,66.5,0.45899999999999996,18.5,24.1,0.768,13.2,31.2,44.4,20.1,7.2,5.1,17.0,22.3,101.1,23.8,24,58,-6.63,0.67,-5.97,104.2,111.1,96.5,0.282,0.223,0.526,0.483,15.1,29.6,0.217,0.483,15.1,73.7,0.217,624960,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
520,2012,18,Minnesota Timberwolves,1,0,66,26,40,0.65,241.5,35.7,82.3,0.433,7.2,21.6,0.332,28.5,60.8,0.469,19.4,25.2,0.7709999999999999,12.1,31.7,43.7,19.5,6.6,4.4,15.2,18.4,97.9,24.4,28,38,-2.2,0.37,-1.83,104.3,106.6,93.3,0.306,0.262,0.524,0.47700000000000004,14.0,27.5,0.23600000000000002,0.47700000000000004,14.0,73.0,0.23600000000000002,577197,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
521,2013,18,Minnesota Timberwolves,1,0,82,31,51,0.607843137,240.6,35.9,81.7,0.439,5.5,18.0,0.305,30.4,63.7,0.47700000000000004,18.5,24.9,0.742,11.9,30.2,42.0,22.4,8.5,4.7,14.8,18.4,95.7,26.4,34,48,-2.37,0.54,-1.83,102.9,105.4,92.8,0.305,0.22,0.516,0.473,13.8,27.4,0.226,0.473,13.8,74.0,0.226,669956,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
522,2014,18,Minnesota Timberwolves,1,0,82,40,42,0.9523809520000001,242.1,38.9,87.5,0.444,7.3,21.4,0.341,31.6,66.1,0.478,21.8,28.1,0.778,12.5,32.2,44.7,23.9,8.8,3.6,13.9,18.3,106.9,26.3,48,34,2.67,0.43,3.1,108.9,106.2,97.3,0.321,0.245,0.535,0.486,12.2,27.4,0.249,0.486,12.2,74.4,0.249,597157,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
523,2015,18,Minnesota Timberwolves,1,0,82,16,66,0.24242424199999998,241.5,36.4,83.2,0.43799999999999994,5.0,14.9,0.332,31.5,68.3,0.461,20.0,25.7,0.7759999999999999,11.6,29.3,40.9,21.6,8.1,4.0,15.0,19.2,97.8,24.4,19,63,-8.79,0.79,-8.0,102.9,112.2,94.4,0.309,0.179,0.517,0.46799999999999997,13.7,26.6,0.24,0.46799999999999997,13.7,71.6,0.24,595652,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
524,2016,18,Minnesota Timberwolves,1,0,82,29,53,0.5471698110000001,242.4,37.7,81.3,0.46399999999999997,5.5,16.4,0.33799999999999997,32.2,64.9,0.496,21.4,27.0,0.792,10.0,31.5,41.6,23.4,8.0,4.6,15.0,20.7,102.4,24.6,31,51,-3.54,0.15,-3.38,106.5,110.1,95.2,0.332,0.20199999999999999,0.5489999999999999,0.498,13.9,24.3,0.263,0.498,13.9,74.7,0.263,581178,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
525,2017,18,Minnesota Timberwolves,1,0,82,31,51,0.607843137,241.5,39.5,84.4,0.467,7.3,21.0,0.349,32.1,63.4,0.507,19.3,24.2,0.799,11.4,31.0,42.4,23.7,8.0,4.5,14.0,20.1,105.6,24.0,38,44,-1.11,0.47,-0.64,110.8,112.0,94.6,0.287,0.249,0.555,0.511,12.9,27.2,0.22899999999999998,0.511,12.9,75.9,0.22899999999999998,607203,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
537,2000,19,Charlotte Hornets,0,0,82,49,33,1.484848485,241.2,35.8,79.7,0.449,4.1,12.2,0.33899999999999997,31.7,67.5,0.469,22.7,30.0,0.758,10.8,32.1,42.9,24.7,8.9,5.9,14.7,20.4,98.4,28.7,49,33,2.67,-0.34,2.33,104.3,101.4,93.9,0.376,0.153,0.53,0.475,13.7,25.7,0.285,0.475,13.7,73.2,0.285,732827,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
538,2001,19,Charlotte Hornets,0,0,82,46,36,1.277777778,242.4,34.1,79.3,0.431,4.1,12.0,0.34600000000000003,30.0,67.3,0.446,19.5,26.2,0.745,12.6,31.8,44.4,23.2,8.1,5.5,14.4,21.4,91.9,28.2,48,34,2.1,-0.65,1.45,101.8,99.5,89.4,0.33,0.151,0.506,0.457,13.7,29.8,0.24600000000000002,0.457,13.7,74.5,0.24600000000000002,615424,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
539,2002,19,Charlotte Hornets,0,0,82,44,38,1.1578947370000001,240.9,35.3,80.2,0.44,4.2,12.1,0.348,31.1,68.1,0.456,19.1,25.7,0.745,12.9,30.5,43.5,21.5,8.0,5.6,14.0,21.3,93.9,28.3,44,38,0.96,-0.4,0.57,104.3,103.3,89.7,0.32,0.151,0.513,0.466,13.3,30.6,0.23800000000000002,0.466,13.3,72.2,0.23800000000000002,462738,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540,2003,19,New Orleans Hornets,0,0,82,47,35,1.342857143,242.7,35.5,81.6,0.435,4.9,13.1,0.376,30.6,68.5,0.447,17.9,23.3,0.768,13.4,30.2,43.6,22.0,8.0,4.8,14.8,21.6,93.9,29.1,47,35,2.11,-0.59,1.52,103.9,101.6,89.4,0.285,0.161,0.511,0.465,13.9,31.7,0.21899999999999997,0.465,13.9,73.1,0.21899999999999997,641683,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
541,2004,19,New Orleans Hornets,0,0,82,41,41,1.0,241.8,33.8,80.5,0.42,6.5,20.3,0.319,27.3,60.2,0.45399999999999996,17.7,23.6,0.7509999999999999,13.3,29.5,42.8,20.9,8.6,4.2,15.0,20.9,91.8,30.3,41,41,-0.1,-0.62,-0.72,102.3,102.4,89.1,0.293,0.252,0.505,0.46,14.1,30.6,0.22,0.46,14.1,71.3,0.22,587613,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
542,2005,19,New Orleans Hornets,1,0,82,18,64,0.28125,243.0,33.1,80.0,0.415,5.1,16.0,0.315,28.1,63.9,0.44,17.1,22.3,0.7659999999999999,12.4,27.8,40.2,21.0,6.7,3.8,14.8,23.0,88.4,27.5,21,61,-7.07,0.78,-6.3,99.7,107.7,87.6,0.27899999999999997,0.201,0.493,0.446,14.2,29.1,0.214,0.446,14.2,70.7,0.214,583070,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
